Requirement_ID,Requirement_Text,Source,Section,Domain
REQ_00427,"3.13.2.2.6.4 The on-board equipment shall be configured to define whether it is allowed to take  into account the contribution of a special/additional brake, which is independent from  wheel/rail adhesion, for the selection of the maximum emergency brake deceleration  under reduced adhesion conditions (see 3.13.6.2.1.6).",SUBSET-026-3 v360.pdf,,
REQ_00428,"3.13.2.2.6.6 If it is allowed to take into account the contribution of a special/additional brake,  which is independ ent from wheel/rail adhesion, the speed and distance monitoring  function shall take into account the status “active” or “not active” of the  special/additional brake to select the appropriate National Value under reduced  adhesion conditions (see 3.13.2.3.7.7).",SUBSET-026-3 v360.pdf,,
REQ_00429,"3.13.2.2.7 Service brake  3.13.2.2.7.1 The on-board shall be configured to define whether the service brake command is  implemented or not, i.e.",SUBSET-026-3 v360.pdf,,
REQ_00430,"3.13.2.2.7.2 The on-board shall be configured to define whether the service brake feedback is  implemented or not, i.e.",SUBSET-026-3 v360.pdf,,
REQ_00431,"3.13.2.2.7.3 If the service brake feedback  is implemented and if not inhibited by National Value ,  the speed and distance monitoring function shall take into account either the main  brake pipe pressure or the brake cylinder pressure to adjust in real time the expected  brake build up time (see 3.13.9.3.3.4 and Appendix A.3.10).",SUBSET-026-3 v360.pdf,,
REQ_00432,"3.13.2.2.8 Traction cut-off interface  3.13.2.2.8.1 The on-board shall be configured to define whether the traction cut -off command is  implemented, i.e.",SUBSET-026-3 v360.pdf,,
REQ_00433,"3.13.2.2.9 On-board Correction Factors  3.13.2.2.9.1 Correction factors for the emergency deceleration  3.13.2.2.9.1.1 If the braking models are captured as Train Data, rolling stock correction factors  shall be defined in the ETCS on -board equipment.",SUBSET-026-3 v360.pdf,,
REQ_00434,"If the brake percentage is captured  as Train Data and the conversion model is used (see 3.13.3.2 for its validity limits), no  rolling stock correction factor shall apply.",SUBSET-026-3 v360.pdf,,
REQ_00435,"corresponding to each combination of use of regenerative  brake, eddy current bra ke and magnetic shoe brake), one set of rolling stock  correction factors Kdry_rst(V, EBCL) and Kwet_rst(V) shall be defined in the on -board  equipment.",SUBSET-026-3 v360.pdf,,
REQ_00436,"3.13.2.2.9.1.3 For a given confidence level on emergency brake safe deceleration (EBCL), the  rolling stock correction fa ctor Kdry_rst(V) shall be given as a step function of speed,  with the same steps as the ones of A_brake_emergency(V).",SUBSET-026-3 v360.pdf,,
REQ_00437,"3.13.2.2.9.1.5 The rolling stock correction factor Kwet_rst(V) shall be given as a step function of   speed, with the same steps as the ones of A_brake_emergency(V).",SUBSET-026-3 v360.pdf,,
REQ_00438,"3.13.2.2.9.2 Correction factor for gradient on normal service deceleration  3.13.2.2.9.2.1 The speed dependent correction factors for gradient on the normal service brake,  Kn+(V) and Kn-(V), shall be given as step functions in the range from 0 to 10 m/s2.",SUBSET-026-3 v360.pdf,,
REQ_00439,"3.13.2.2.9.2.2 It shall be possible to define up to five steps for Kn+(V) and for Kn-(V), respectively.",SUBSET-026-3 v360.pdf,,
REQ_00440,Kn is calculated as follows:   Kn = Kn_0 when 0 ≤ speed ≤ V1   Kn = Kn_1 when V1 < speed ≤ V2   Kn = Kn_2 when V2 < speed ≤ V3   Kn = Kn_3 when V3 < speed  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 97/204      V3 V2 V1 speed  Kn  Kn_1  Kn_0  Kn_2  Kn_3    Figure 32  Speed dependent correction factor for normal service brake (Kn)  3.13.2.2.9.2.4 Kn+(V) shall be applicable for positive gradients.,SUBSET-026-3 v360.pdf,,
REQ_00441,3.13.2.2.9.2.5 Kn-(V) shall be applicable for negative gradients.,SUBSET-026-3 v360.pdf,,
REQ_00442,"3.13.2.2.9.2.6 The last step of the Kn+(V) or Kn -(V) shall by definition be considered as open  ended, i.e.",SUBSET-026-3 v360.pdf,,
REQ_00443,"3.13.2.2.10 Nominal Rotating mass  3.13.2.2.10.1 It shall be possible to define the nominal rotating mass to be used for compensating  the gradient, instead of the two related fixed values defined in A.3.1.",SUBSET-026-3 v360.pdf,,
REQ_00444,3.13.2.2.11 Train length  3.13.2.2.11.1 The speed and distance monitoring shall take into account the train length acquired  as part of Train Data (see section 3.18.3).,SUBSET-026-3 v360.pdf,,
REQ_00445,3.13.2.2.12 Fixed values  3.13.2.2.12.1 The speed and distance monitoring shall take into a ccount the fixed values defined  in A.3.1 that are related to speed and distance monitoring.,SUBSET-026-3 v360.pdf,,
REQ_00446,3.13.2.2.13 Maximum train speed  3.13.2.2.13.1 The speed and distance monitoring shall take into account the maximum train  speed defined as part of Train Data (see section 3.18.3).,SUBSET-026-3 v360.pdf,,
REQ_00447,EOA/SvL)  g) National Values  3.13.2.3.2 Trackside related speed restrictions  3.13.2.3.2.1 The speed and distance monitoring shall take into account the trackside related  speed restrictions composed of all speed restr ictions mentioned in 3.11.2 except the  maximum train speed.,SUBSET-026-3 v360.pdf,,
REQ_00448,3.13.2.3.3 Gradients  3.13.2.3.3.1 The speed and distance monitoring shall take into account the gradient profile and  the default gradient for TSR (see section 3.11.12).,SUBSET-026-3 v360.pdf,,
REQ_00449,"3.13.2.3.4 Track conditions  3.13.2.3.4.1 The s peed and distance monitoring shall take into account the following types of  track condition received from trackside (see section 3.12.1) : powerless section,   inhibition of regenerative brake, eddy current brake and magnetic shoe brake.",SUBSET-026-3 v360.pdf,,
REQ_00450,3.13.2.3.5 Reduced adhesion conditions  3.13.2.3.5.1 The speed and distance monitoring shall take into account the track reduced  adhesion received from trackside or selected by the driver (see section 3.18.4.6).,SUBSET-026-3 v360.pdf,,
REQ_00451,"3.13.2.3.6 Specific speed / distance limits  3.13.2.3.6.1 The speed and distance monitoring shall take into account the following limits:  a) the Limit of Authority (LOA), the End of Authority (EOA), the Supervised Location  (SvL) and its associated release speed, if any.",SUBSET-026-3 v360.pdf,,
REQ_00452,b) the maximum permitted distance to run in Staff Responsible  3.13.2.3.7 National Values for speed and distance monitoring  3.13.2.3.7.1 It shall be possible by means of a National Value to inhibit the use of the service  brake command in target speed monitoring.,SUBSET-026-3 v360.pdf,,
REQ_00453,"3.13.2.3.7.2 It shall be possible to state by means of a National Value whether an emergency  brake command has to be revoked, both in cei ling speed and target speed monitoring,  when:  a) the Permitted Speed supervision limit is no longer exceeded, or  b) the train is at standstill.",SUBSET-026-3 v360.pdf,,
REQ_00454,ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 99/204    3.13.2.3.7.3 It shall be possible by means of a National Value to inhibit the guidance curve  (GUI).,SUBSET-026-3 v360.pdf,,
REQ_00455,3.13.2.3.7.4 It shall be possible by means o f a National Value to inhibit the service brake  feedback function.,SUBSET-026-3 v360.pdf,,
REQ_00456,"3.13.2.3.7.5 It shall be possible by means of National Values to indicate to the on -board  equipment the required confidence level on the emergency brake safe deceleration,  when the emergency brake is commanded on dry rails (see 3.13.2.2.9.1.4).",SUBSET-026-3 v360.pdf,,
REQ_00457,"3.13.2.3.7.6 It shall be possible by means of a National Value to indicate to the on -board  equipment the available wheel/rail adhesion, weighted between the wheel/rail adhesion  for dry rails and the wheel/rail adhesion for wet rails according to reference conditions.",SUBSET-026-3 v360.pdf,,
REQ_00458,"3.13.2.3.7.7 In order to adapt to the train behaviour under reduced adhesion conditions, it shall  be possible by means of National Values either to limit to a maximum value the speed  dependent deceleration for the emergency bra ke when the reduced adhesion  conditions are known to ETCS (see 3.13.2.3.5) or to request supplementary DMI  information assisting further the driver in ceiling speed monitoring .",SUBSET-026-3 v360.pdf,,
REQ_00459,Three values shall  be applicable for a given combination of the brake position and of the type of brakes:  a) the first value shall be used for “Passe nger train in P” with special/additional brakes  independent from wheel/rail adhesion;  b) the second value shall be used for “Passenger train in P” without special/additional  brakes independent from wheel/rail adhesion;  c) the third value shall be used for “Freight train in P” or “Freight train in G”.,SUBSET-026-3 v360.pdf,,
REQ_00460,3.13.2.3.7.8 It shall be possible by means of a National Value to specify a release speed.,SUBSET-026-3 v360.pdf,,
REQ_00461,3.13.2.3.7.9 It shall be possible by means of a National Value to inhibit the compen sation of the  speed measurement inaccuracy.,SUBSET-026-3 v360.pdf,,
REQ_00462,"3.13.2.3.7.10 It shall be possible by means of National Values to define integrated correction  factors, namely Kv_int(V), Kr_int(l) and Kt_int.",SUBSET-026-3 v360.pdf,,
REQ_00463,"3.13.2.3.7.11 The speed dependent correction factor, Kv_int(V), shall be given as a step function.",SUBSET-026-3 v360.pdf,,
REQ_00464,3.13.2.3.7.11.1 It shall be possible to define up to five steps for Kv_int(V).,SUBSET-026-3 v360.pdf,,
REQ_00465,"Kv_in t is calculated as  follows:   Kv_int = Kv_int_0 when 0 ≤ speed ≤ V1   Kv_int = Kv_int_1 when V1 < speed ≤ V2   Kv_int = Kv_int_2 when V2 < speed ≤ V3   Kv_int = Kv_int_3 when V3 < speed  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 100/204      V3 V2 V1 speed  Kv_int  Kv_int_1  Kv_int_0  Kv_int_2  Kv_int_3    Figure 33  Speed dependent correction factor Kv_int  3.13.2.3.7.11.3 It shall be possible to define up to 2 sets of Kv_int with separate speed limits V1,  V2, ..",SUBSET-026-3 v360.pdf,,
REQ_00466,"3.13.2.3.7.11.4 The set of Kv_int for conventional passenger trains shall be divided into two sub  sets Kv_int_x_a and Kv_int_x_b, with identical speed limits V1, V2, ....",SUBSET-026-3 v360.pdf,,
REQ_00467,"3.13.2.3.7.11.5 Subset Kv_int_x_a shall be applicable for maximum emergency brake  deceleration lower or equal to a deceleration limit, defined as a National Value.",SUBSET-026-3 v360.pdf,,
REQ_00468,"3.13.2.3.7.11.6 Subset Kv_int_x_b shall be applicable for maximum emergency b rake  deceleration greater or equal to a deceleration limit, defined as a National Value.",SUBSET-026-3 v360.pdf,,
REQ_00469,"3.13.2.3.7.12 The train length dependent correction factor, Kr_int(l), shall be given as a step  function.",SUBSET-026-3 v360.pdf,,
REQ_00470,3.13.2.3.7.12.1 It shall be possible to define up to five steps for Kr_int(l).,SUBSET-026-3 v360.pdf,,
REQ_00471,"Kr_int is calculated as  follows:   Kr_int = Kr_int_0 when 0 ≤ train length ≤ L1   Kr_int = Kr_int_1 when L1 < train length ≤ L2   Kr_int = Kr_int_2 when L2 < train length ≤ L3   Kr_int = Kr_int_3 when L3 < train length    ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 101/204      L3 L2 L1 train length  Kr_int  Kr_int_1  Kr_int_0  Kr_int_2  Kr_int_3    Figure 34  Train length dependent correction factor Kr_int  3.13.2.3.7.13 The last step of the Kv_int(V) and Kr_int(l) shall by definition be considered as open  ended, i.e.",SUBSET-026-3 v360.pdf,,
REQ_00472,3.13.2.3.7.14 The correction factor for brake build up time (Kt_int) shall be a single parameter.,SUBSET-026-3 v360.pdf,,
REQ_00473,"3.13.3.2 Applicability of the conversion models  3.13.3.2.1 The conversion models shall be used by the on -board equipment if the brake  percentage is acquired as part of Train Data, and if the maximum train speed, the  brake percentage and the train length are all within the following validity limi ts of the  conversion models:  a) 0 ≤ V ≤ 200, where V is the maximum train speed in km/h  b) 30 ≤ λ ≤ 250, where λ is the brake percentage in %  c) 0 ≤ L ≤ Lmax, where L is the train length in m  and where Lmax = 900 m if the brake  position is “Passenger train in P” or  Lmax = 1500 m if the brake position is “Freight  train in P” or “Freight train in G”  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 102/204    3.13.3.2.1.1 Note: The overspeed above the maximum train speed which may occur due to the  ceiling speed margins is taken into account in the definition of the conversion model.",SUBSET-026-3 v360.pdf,,
REQ_00474,pre -programmed deceleration profiles and  brake build up times) shall be used by the speed and distance monitoring function.,SUBSET-026-3 v360.pdf,,
REQ_00475,3.13.3.3 Brake percentage conversion model  3.13.3.3.1 Input parameters  3.13.3.3.1.1 The input for the model shall be the brake percentage of the train as defined in  3.13.2.2.5.,SUBSET-026-3 v360.pdf,,
REQ_00476,3.13.3.3.2 Calculation of the basic deceleration  3.13.3.3.2.1 The basic deceleration A_basic(V) shall be given as a step function of the speed  using the algorithm defined in Appendix A.3.7.,SUBSET-026-3 v360.pdf,,
REQ_00477,"3.13.3.3.3 Output parameters  3.13.3.3.3.1 The output of the brake percentage conversion model shall consist of two sp eed  dependent deceleration brake models, A_brake_emergency(V) for the emergency  brake and A_brake_service(V) for the service brake.",SUBSET-026-3 v360.pdf,,
REQ_00478,"3.13.3.4 Brake position conversion model  3.13.3.4.1 Input parameters  3.13.3.4.1.1 The input for the model shall consist of the brake position of the train as  defined in  3.13.2.2.4, the train length and the target speed.",SUBSET-026-3 v360.pdf,,
REQ_00479,3.13.3.4.2 Calculation of the emergency brake equivalent time  3.13.3.4.2.1 The equivalent brake build up time for the emergency brake shall be determined as  specified in Appendix A.3.8.,SUBSET-026-3 v360.pdf,,
REQ_00480,3.13.3.4.3 Calculation of the full service brake equivalent time  3.13.3.4.3.1 The equivalent brake build up time for the full service brake shall be determined as  specified in Appendix A.3.9.,SUBSET-026-3 v360.pdf,,
REQ_00481,"3.13.3.4.4 Output parameters  3.13.3.4.4.1 The outputs of the brake position conversion model shall consist of:  a) two values of the equivalent brake build up time to be used when the target speed  (V_target) is equal to zero, one value for the emergency brake and one for the full  service brake:  T_brake_emergency_cm0 as defined for emergency brake in A.3.8  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 103/204    T_brake_service_cm0 as defined for service brake in A.3.9  b) two values of the equivalent brake build up time to be used when the target speed  (V_target) is different from zero, one value for the emergency brake and one for the  full service brake:  T_brake_emergency_cmt as defined for emergency brake in A.3.8  T_brake_service_cmt as defined for service brake in A.3.9  3.13.4 Acceleration / Deceleration due to gradient  3.13.4.1 Introduction  3.13.4.1.1 The elements of the gradient profile given from trackside shall be compensated:  a) in location according to the train length as defined in 3.13.4.2  b) in value according to the rotating mass as defined in 3.13.4.3 in order to derive the  corresponding acceleration/deceleration.",SUBSET-026-3 v360.pdf,,
REQ_00482,Train  G3 Train  Train  G5  G7  AG2= -0.0865 AG7=0  G4  Train  AG4=  -0.0769  Train  G4  Blue: defined by onboard  AG3= -0.1729  Black: defined by trackside    Figure 35: Compensation on the gradient profile  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 104/204    3.13.4.1.2 The default gradient for TSR shall be compensated in value according to the rotating  mass as defined in 3.13.4.3.,SUBSET-026-3 v360.pdf,,
REQ_00483,"3.13.4.1.3 For all loca tions not covered by the gradient profile, the on -board shall consider the  gradient value as:  a) the default gradient for TSR, if available and if the concerned target is due to a TSR  b) zero, for other cases.",SUBSET-026-3 v360.pdf,,
REQ_00484,"3.13.4.2 Train length compensation  3.13.4.2.1 Assuming that a fictive tr ain front end would be at any location between the current  (actual) train front end location and the SvL, the acceleration due to the gradient shall  be determined using the lowest (taking the sign into account) gradient value given by  the gradient profile between the location of the fictive train front end and the location of  the fictive train rear end (see Figure 35).",SUBSET-026-3 v360.pdf,,
REQ_00485,3.13.4.3 Rotating mass  3.13.4.3.1 The influence of gradients shall be compensated for the rotating mass of the train (see  Figure 35).,SUBSET-026-3 v360.pdf,,
REQ_00486,"3.13.4.3.2 The following formulas shall be used:  a) If M_rotating_nom is unknown:   Uphill: A_gradient = g * grad / (1000+10*M_rotating_max)   Downhill: A_gradient = g * grad / (1000+10*M_rotating_min)  b) If M_rotating_nom is known:   Uphill: A_gradient = g * grad / (1000+10*M_rotating_nom)   Downhill: A_gradient = g * grad / (1000+10*M_rotating_nom)  Legend:  A_gradient = acceleration/deceleration due to gradient  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 105/204    g = 9.81 m/s2 - acceleration of gravity in m/s2  grad = gradient values in ‰ (positive = uphill)  M_rotating_nom = nominal rotating mass (part of train data) as a percentage of the  total train weight  M_rotating_max = maximum possible rotating mass (see A.3.1) as a percentage of the  total train weight  M_rotating_min = minimum possible rotating mass (see A .3.1) as a percentage of the  total train weight  3.13.5 Determination of locations without special brake contribution and with  reduced adhesion conditions  3.13.5.1 As long as  it uses a  track condition profile given by trackside, the on -board shall  consider locations with out special  brake contribution over a distance going from th e  start location of the profile to the foot of the deceleration curve (EBD, SBD or GUI, see  sections 3.13.8.3, 3.13.8.4 and 3.13.8.5).",SUBSET-026-3 v360.pdf,,
REQ_00487,"3.13.5.2 If the status of a special brake i s “not active”, all locations shall be considered without  the contribution of this special brake.",SUBSET-026-3 v360.pdf,,
REQ_00488,"3.13.5.3 From the adhesion profile given by trackside, the on-board shall consider locations with  reduced adhesion conditions over a distance going from the start location of the profile  to the location derived by adding the train length to the end location of the profile.",SUBSET-026-3 v360.pdf,,
REQ_00489,"3.13.5.4 When slippery rail is selected by th e driver, all locations shall be considered with  reduced adhesion conditions.",SUBSET-026-3 v360.pdf,,
REQ_00490,"3.13.5.5 The speed and distance monitoring shall use, as resulting reduced adhesion  conditions, the most restrictive value of the adhesion conditions selected by the driver  and the adhesion conditions calculated from the trackside profile.",SUBSET-026-3 v360.pdf,,
REQ_00491,"This means that for the  calculation of the safe deceleration, all necessary track and train characteristics shall  be taken into account.",SUBSET-026-3 v360.pdf,,
REQ_00492,"A_gradient(d) (see 3.13.4)  c) The locations with reduced adhesion conditions (see 3.13.5)  d) The National Values for reduced adhesion condition (see 3.13.2.3.7.7)  e) The locations with out special  brake contribution (see  3.13.5), only if the speed  dependent deceleration mo del(s) for the emergency brake are acquired as part of  Train Data  f) The rolling stock  correction factors K dry_rst(V, EBCL ) and K wet_rst(V) (see  3.13.2.2.9.1), only if the speed dependent deceleration model(s) for the emergency  brake are acquired as part of Train Data  g) The National Values for confidence level on emergency brake safe deceleration and  for the available wheel/rail adhesion  (see 3.13.2.3.7.5 & 3.13.2.3.7.6), only  if the  speed dependent deceleration model(s) for the emergency brake are acquired as  part of Train Data  h) The integrated correction factors Kv_in t(V) (with the two pivot deceleration values  for passenger trains) and Kr_int(l) (see 3.13.2.3.7), only if the conversion model is  used  i) The brake position (see 3.13.2.2.4)  j) The acquired train length L_TRAIN  (see 3.13.2.2.11), only if the conversion model  is used    3.13.6.2.1.3 A_safe(V,d) shall be equal to:  For locations with normal adhesion conditions  and for locations with reduced  adhesion conditions when A_MAXREDADH does not limit to a maximum value  the speed dependent deceleration for the emergency brake:  A_safe(V,d) = A_brake_safe(V,d) + A_gradient(d)  For locations with reduced adhesion conditions when A_MAXREDADH limits to a  maximum value the speed dependent deceleration for the emergency brake:  A_safe(V,d) = MIN(A_brake_safe(V,d) , A_MAXREDADH) + A_gradient(d)  3.13.6.2.1.4 A_brake_safe(V,d) shall be the  safe emergency brake deceleration.",SUBSET-026-3 v360.pdf,,
REQ_00493,"A_brake_safe(V,d) shall be equal to:  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 107/204    If the speed dependent deceleration model(s) for the emergency brake are  acquired as part of Train Data:  A_brake_safe(V,d) = Kdry_rst(V, M_NVEBCL) * (Kwet_rst(V) + M_NVAVADH  *(1- Kwet_rst(V))) * A_brake_emergency(V,d)  If the conversion model is used:  A_brake_safe(V) = Kv_int(V) * Kr_int(L_TRAIN) * A_brake_emergency(V)  3.13.6.2.1.5 A_brake_emergency(V,d) shall be the emergency brake deceleration as a function  of the speed, of the locations with change of special brake(s) contribution  encountered  between the train front and the foot of the EBD curve .",SUBSET-026-3 v360.pdf,,
REQ_00494,"A_brake_emergency(V,d) shall  be equal to:  A_brake_emergency1(V) when destfront ≤ d ≤ d1  A_brake_emergency2(V) when d1 < d ≤ d2  A_brake_emergency3(V) when d2 < d ≤ d3  ....",SUBSET-026-3 v360.pdf,,
REQ_00495,"distance  Pneumatic  brake only  Pneumatic brake  plus regenerative brake  A_brake_emergency  d1 EBD foot  regenerative brake off    Figure 36: Influence of track conditions on A_brake_emergency(V,d)  3.13.6.2.1.6 A_MAXREDADH shall be the value, out of the three related National Values,  applicable for this train according to:  a) its brake position  b) whether special/additional brakes independent from wheel/rail adhesion are active  and it is allowed to take into account their contribution to the emergency braking  effort.",SUBSET-026-3 v360.pdf,,
REQ_00496,"ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 108/204    3.13.6.2.1.7 Kdry_rst(V, M_NVEBCL) shall be the rolling stock correction factor, as a function of  speed (with speed steps identical with the ones of A_brake_emergency(V)),  corresponding to the confidence level on emergency brake safe deceleration required  by trackside (National Value).",SUBSET-026-3 v360.pdf,,
REQ_00497,"3.13.6.2.1.8 Kv_int(V) shall be the integrated correction factor applicable for the train, selected  according to the brake position.",SUBSET-026-3 v360.pdf,,
REQ_00498,"3.13.6.2.1.8.1 If the brake position is “Passenger train in P”, the set of Kv_int shall be calculated  as a function of the maximum emergency brake deceleration (A_ebmax) in the  following way (see also figure 10):  Kv_int_x = Kv_int_x_a  when  A_ebmax ≤ A_P12.",SUBSET-026-3 v360.pdf,,
REQ_00499,Kv_int_x = Kv_int_x_a + (A_ebmax  - A_P12)/(A_P23 - A_P12) * (Kv_int_x_b -  Kv_int_x_a) when  A_P12 < A_ebmax < A_P23.”    A_P12  Kv_int  A_ebmax  Kv_int_0_a  Kv_int_1_a  Kv_int_2_a Kv_int_3_a  Kv_int_4_a  Kv_int_0_b  Kv_int_2_b Kv_int_1_b  Kv_int_3_b  Kv_int_4_b  A_P23    Figure 37: Kv_int structure for conventional passenger trains  3.13.6.2.1.8.2 The maximum EB deceleration A_ebmax shall be the maximum of  A_brake_emergency between 0 km/h and the maximum speed of the train.,SUBSET-026-3 v360.pdf,,
REQ_00500,"This means that for the  calculation of the safe brake build up time, all necessary track and train characteristics  shall be taken into account.",SUBSET-026-3 v360.pdf,,
REQ_00501,"b) The integrated correction factor Kt_in t, only if the conversion model is used  (see  3.13.2.3.7)  c) The status of the regenerative brake, eddy current brake, ma gnetic shoe brake and  Ep brake system (see 3.13.2.2.6), only if the values of T_brake_emergency are  acquired as part of Train Data  3.13.6.2.2.3 The safe brake build up time T_be shall be equal to:  If values of T_brake_emergency are acquired as part of Train Data:  T_be = T_brake_emergency , with T_brake_emergency corresponding to the  combination of special brakes currently in use  If the conversion model is used:  T_be = Kt_int * T_brake_emergency  3.13.6.3 Service brake  3.13.6.3.1 Expected deceleration  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 110/204    3.13.6.3.1.1 Since the ex pected deceleration is not safety relevant, no worst case conditions  (e.g.",SUBSET-026-3 v360.pdf,,
REQ_00502,"A_gradient(d) (see 3.13.4)  c) The locations without special brake contribution (see 3.13.5)  3.13.6.3.1.3 A_expected(V,d) shall be equal to:  A_expected(V,d) = A_brake_service(V,d) +A_gradient(d)  3.13.6.3.1.4 A_brake_service(V,d) shall be the full deceleration of the service brake as a  function of the speed, of the locations with change of special brake(s) contribution   encountered between the train front and the foot of the SBD curve .",SUBSET-026-3 v360.pdf,,
REQ_00503,"A_brake_service(V,d) shall be equal to:  A_brake_service1(V) when destfront ≤ d ≤ d1  A_brake_service2(V) when d1 < d ≤ d2  A_brake_service3(V) when d2 < d ≤ d3  ....",SUBSET-026-3 v360.pdf,,
REQ_00504,"3.13.6.3.2.3 The train related characteristics to be considered are:  a) The values of T_brake_service acquired as part of Train Data (see 3.13.2.2.3.2.8)  or the value (s) of T_brake_service derived from the conversion model (see  3.13.3.4) using the brake position and train length acquired as Train Data)  b) The status of the regenerative brake, eddy current brake and Ep brake system (see  3.13.2.2.6)  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 111/204    3.13.6.3.2.4 The expected brake build up time T_bs shall be equal to the brake build up time of  the full service brake:  T_bs = T_brake_service , with T_brake_service corresponding to the combination of  special brakes currently in use  3.13.6.4 Normal service brake deceleration  3.13.6.4.1 Since the normal service brake deceleration is not safety relevant, no worst case  conditions (e.g.",SUBSET-026-3 v360.pdf,,
REQ_00505,"A_gradient(d) (see 3.13.4)  d) The brake position (see 3.13.2.2.4)  e) The on-board correction factors Kn+(V) and Kn-(V) (see 3.13.2.2.9.2)  f) The locations without special brake contribution (see 3.13.5)  3.13.6.4.3 The normal service brake deceleration shall be equal to:  For positive gradient values (uphill):  A_normal_service(V,d) = A_brake_normal_service(V,d) + A_gradient(d) –  Kn+(V)*grad/1000  For negative gradient values (downhill):  A_normal_service(V,d) = A_brake_normal_service(V,d) + A_gradient(d) –   Kn-(V)*grad/1000  Where  grad = gradient values in ‰ (positive = uphill)  3.13.6.4.4 A_brake_normal_service(V,d) shall be the normal deceleration of the service brake as  a function of the speed, of the locations with change of special brake(s) contribution   encountered between the train front and the foot of the GUI curve .",SUBSET-026-3 v360.pdf,,
REQ_00506,"A_brake_normal_service(V,d) shall be equal to:  A_brake_normal_service1(V) when destfront ≤ d ≤ d1  A_brake_normal_service2(V) when d1 < d ≤ d2  A_brake_normal_service3(V) when d2 < d ≤ d3  ....",SUBSET-026-3 v360.pdf,,
REQ_00507,3.13.7 Determination of Most Restrictive Speed Profile (MRSP)  3.13.7.1 The Most Restrictive Speed Profile (MRSP) is a description of the most restrictive  speed restrictions the train shall obey on a given piece of track.,SUBSET-026-3 v360.pdf,,
REQ_00508,"3.13.7.2 The Most Restrictive Speed Profile shall be computed from all speed restrictions (see  3.13.2.2.13 & 3.13.2.3.2) by selecting the most restrictive parts of each element, some  elements being compensated by the train length if requested by trackside (see  3.11.3.1.3 for SSP, 3.11.4.6 for ASP and 3.11.5.3 for TSR).",SUBSET-026-3 v360.pdf,,
REQ_00509,V d Speed Restriction categories Most Restrictive Speed Profile Train length   Figure 39: Most Restrictive Speed Profile selection  3.13.7.3 The Most Restrictive Speed Profile shall be recalculated when any of the elements it is  built of is changed.,SUBSET-026-3 v360.pdf,,
REQ_00510,"3.13.8 Determination of targets and brake deceleration curves  3.13.8.1 Introduction  3.13.8.1.1 A target is defined by a target location and a target speed, to which the train must  decelerate before reaching the target location.",SUBSET-026-3 v360.pdf,,
REQ_00511,"3.13.8.1.2 For that purpose, the on -board equipment shall use brake deceleration curves related  to the supervised targets, from the deceleration values as specified in sections  3.13.6.2.1, 3.13.6.3.1and 3.13.6.4.",SUBSET-026-3 v360.pdf,,
REQ_00512,"3.13.8.1.3 These deceleration values being speed and distance dependent, a brake deceleration  curve shall be calculated piecewise, i.e.",SUBSET-026-3 v360.pdf,,
REQ_00513,"it shall be composed of interconnected arcs of  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 113/204    parabola, each one being based on one of the speed/distance dependent deceleration  values (see Figure 38).",SUBSET-026-3 v360.pdf,,
