Requirement_ID,Requirement_Text,Source,Section,Domain,Suggested_Category,Final_Category
REQ_00303,3.11.3.2.5 “Other Specific” SSP categories not relevant to the current train shall be ignored.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00304,"3.11.3.2.6 For each part of the Static Speed Profile, t he ERTMS/ETCS on-board equipment in a train belonging to at least one or more “other international” train categories shall use the most restrictive speed amongst: a) the ” Cant Deficiency” SSP as selected in 3.11.3.2.3, only if none of the “other specific” SSP categories matching the train categories replaces the ” Cant Deficiency” SSP, AND b) all the “other specific” SSP categories matching the “other international” train categories.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00305,3.11.3.3.2 A train shall always belong to one and only one “Cant Deficiency” train category and may optionally belong to one or more “other international” train categories.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00306,3.11.4 Axle load Speed Profile 3.11.4.1 It shall be possible to define an Axle load Speed Profile as a non-continuous profile.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00307,"3.11.4.2 For each section with a speed restriction due to axle load, the different speed value(s) and for which minimum axle load category this speed value(s) applies shall be specified.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00308,"3.11.4.3 The ERTMS/ETCS on-board equipment shall consider the most restrictive speed restriction that is associated with any axle load category lower than, or equal to that of the train.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00309,"3.11.4.4 For trains with an axle load category lower than the minimum axle load category given in the profile , the ERTMS/ETCS on-board equipment shall not consider any speed restriction due to axle load.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00310,3.11.4.5 The initial state for Axle load Speed Profile shall be “no restriction due to axle load”.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00311,"3.11.4.6 Whether a speed increase after the axle load speed restriction shall be delayed with train length, shall be determined by the axle load speed pr ofile information sent to the on-board equipment.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00312,"3.11.5.3 Whether a speed increase after the temporary speed restricti on shall be delayed with train length, shall be determined by the temporary speed restriction information sent to the on-board equipment.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00313,"3.11.5.4 When two or more temporary speed restrictions overlap, the most restrictive speed of the overlapping temporary speed restrictions shall be used in the area of overlap.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00315,"The speed restriction shall be revoked immediately when revocation i s received from trackside, without delay for the train length.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00316,3.11.5.6 It shall be possible to identify whether a Temporary Speed Restriction is possible to revoke or not.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00317,3.11.5.7 A new Temporary Speed Restriction shall not replace a previously received Temporary Speed Restriction with another identity.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00318,3.11.5.8 Temporary Speed Restrictions shall only be revoked on request from the trackside.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00319,"3.11.5.9 If the on-board equipment receives a new Temporary Speed Restriction (TSR) with the same identity as an already received TSR, the new Tempo rary Speed Restriction shall replace the previous one, except when the Temporary Speed Restriction is identified as non revocable in which case this shall be considered as an additional TSR.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00320,3.11.5.10 In case the train has changed its orientation any Temporary Speed Restriction shall be deleted (operational requirement: will be executed due to the mode change).,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00321,3.11.5.12 It shall be possible for the RBC to order an ERTMS/ETCS on-board equipment in Level 2 or 3 to reject revocable TSRs from balises.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00322,"3.11.5.13 When ERTMS/ETCS on-board equipment has accepted an order to reject revocable TSRs from balises, this inhibition shall be stored and shall be effective immediately, but only for revocable TSRs received from balises thereafter.",SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00323,"3.11.5.14 The inhibition of revocable TSRs f rom balises shall be deleted if any of the following occurs:  the communication session established with the RBC that ordered the inhibition is terminated, OR  in case of RBC/RBC handover, the train front end crosses the RBC/RBC border.",SUBSET-026-3 v360.pdf,,,Review,Functional
REQ_00324,"3.11.6 Signalling related speed restrictions 3.11.6.1 In level 1, it shall be possible to send to the on -board equipment a speed restriction with a value depending on the current state of signalling.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00326,In case of infill information the speed restriction shall be taken into account from the location reference of the balise group at the next main signal.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00327,3.11.6.3 The speed restriction shall be valid until a new signalling related speed restriction is received.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00328,"3.11.6.3.1 If the ERTMS/ETCS on -board equipment switches from level 1 to level 2 /3, the signalling related speed restriction shall remain valid until a L2/3 MA is accepted by the ERTMS/ETCS on-board equipment 3.11.6.4 In case of a signal at danger the signalling related speed restriction shall have value zero, which shall be evaluated by the ERTMS/ETCS on -board equipment not as a speed limit but as a train trip order.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00329,3.11.6.5 In case of infill information the signalling related speed restriction at zero shall be ignored.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00330,3.11.7 Mode related speed restrictions 3.11.7.1 The value of the mode related speed restriction shall be determined by the corresponding national value or the corresponding default values if the national values are not applicable.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00331,The speed limit given from the trackside shall prevail over the National value and the default value.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00332,The speed limit given by the driver shall prevail over the National/Default value.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00333,3.11.8 Train related speed restriction 3.11.8.1 It shall be possible to define the maximum train speed related to the actual performance and configuration of the train.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00334,3.11.9 LX speed restriction 3.11.9.1 It shall be possible to define a LX speed restriction when the train has to pass a non protected Level Crossing.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00336,3.11.11 Speed restriction to ensure permitted braking distance 3.11.11.1 It shall be possible for trackside t o request the ERTMS/ETCS on-board equipment to calculate a speed restriction based on a permitted braking distance given by trackside.,SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00337,"3.11.11.2 The order shall be given by means of a non-continuous profile defining:  The start and end location for the speed restriction  The permitted braking distance (PBD) used to calculate the speed restriction value  Whether the permitted braking distance is to be achieved with the Service Brake or Emergency Brake  A single gradient value applicable for the calculation 3.11.11.3 The speed restriction shall be calculated when the ERTMS/ETCS on-board equipment receives the permitted braking distance information from trackside, and shall be re - calculated only if any of the inputs taken into account for the calculation of the speed restriction changes.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00338,3.11.11.4 The calculation of the speed restriction by the ERTMS/ETCS on-board equipment shall take into account that:  The single gradient value received from trackside shall be compensated in value according to the rotating mass as defined in 3.13.4.3.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00339," The safe deceleration shall be computed as in 3.13.6.2.1 but without considering the adhesion profiles , the track conditions related to brake inhibition and the track conditions related to powerless section given by trackside.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00340, The expected deceleration shall be com puted as in 3.13.6.3.1 but without considering the track conditions related to brake inhibition and the track conditions related to powerless section given by trackside.,SUBSET-026-3 v360.pdf,,,Review,Safety
REQ_00341, The ERTMS/ETCS on -board equipment shall calculate an Emergency Brake Deceleration (EBD ) curve based on the safe deceleration and that reaches zero speed at a distance equal to the permitted braking distance.,SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00342," If the permitted braking distance is to be achieved with the service brake, the ERTMS/ETCS on -board equipment shall also calculate a S ervice Brake Deceleration (SBD) curve based on the expected deceleration and that reaches zero speed at a distance equal to the permitted braking distance.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00343, The estimated acceleration shall be set to “zero”.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00345,This travelled distance shall be set to a value calculated from the PBD speed considering a processing delay (T41) equal to SUBSET-041 § 5.2.1.1.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00346," Regardless of how the service brake feedback is actually configured (see 3.13.2.2.7.2), T_bs1 and T_bs2 (see 3.13.9.3.3) shall be defined as if the service brake feedback was not implemented.",SUBSET-026-3 v360.pdf,,,Review,Safety
REQ_00347," Regardless of how the traction cut -off interface is actually configured (see 3.13.2.2.8), T_traction (see 3.13.9.3.2) shall be defined as if the traction cut -off was not implemented.",SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00348,"3.11.11.6 If the permitted braking distance is to be achieved with the emergency brake, the ERTMS/ETCS on -board equipment shall seek the PBD speed restriction value (V_PBD) which satisfies the two following inequalities.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00350,"  If no speed value fulfils the above inequalities, then: 0PBDV 3.11.11.7 If the permitted braking distance is to be achieved with the service brake, the PBD speed restriction (V_PBD) shall be equal to the most restrictive value amongst the one computed from the EBD (see 3.11.11.8) and the one computed from the SBD (see 3.11.11.9).",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00351,The resulting value shall then be rounded down to the next lower multiple of 5km/h.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00352,"3.11.11.8 If the permitted braking distance is to be achieved with the service brake, the ERTMS/ETCS on -board equipment shall seek the PBD EBD speed restriction value which satisfies the two following inequalities:       hkm VTdVVDdV dVV ABS PBDdeltabssbiPBDbecoffsetEBD sbiPBD /1 02            PBDbssbiPBDbecoffset dTdVVDd  2 With sbidV as defined in 3.13.9.2.5 by substituting MRSPV with PBDV With  sbiPBDPBDdelta dVVfV  410 or 00 PBDdeltaV (if compensation of speed inaccuracy is inhibited by National Value) With    beremtractionPBDdeltasbiPBDbec TTVdVVD  0 With tractionT and beremT as defined in 3.13.9.3.2 With 2bsT as defined in 3.13.9.3.3 With PBDd being the permitted braking distance given by trackside With  dVEBD being the EBD curve that reaches zero speed at PBDd With  PBDdeltasbiPBDfrontantennaoffset VdVVTLd 041.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00354,3.11.11.11 The initial state for Speed Restrictio ns to Ensure Permitted Braking Distance shall be “no speed restriction”.,SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00355,3.11.12 Gradients 3.11.12.1 The gradient information for a given piece of track shall be transmitted to the on -board equipment in form of a gradient profile.,SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00356,"3.11.12.2 The gradient profile shall be continuous, i .e., give a gradient value for each location within the piece of track covered by the profile.",SUBSET-026-3 v360.pdf,,,Review,Performance
REQ_00357,"3.11.12.3 A gradient value shall be identified as a positive value for an uphill slope, and with a negative value for a downhill slope.",SUBSET-026-3 v360.pdf,,,Review,Performance
REQ_00359,"Following the track height, the track must be split in segments giving for each segment a gradient value.",SUBSET-026-3 v360.pdf,,,Review,Performance
REQ_00360,"3.11.12.5 It shall be possible via balise groups to send to the on -board equipment a default gradient for TSR, to be used for the parts of the track not covered by the gradient profile.",SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00361,3.11.12.6 The Default Gradient for TSR stored on -board shall be valid until a new Default Gradient for TSR is received.,SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00362,3.12.1.2 A Track Condition shall be given as profile data (e.g.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00363,"3.12.1.2.1 The starting point of a profile type track condition shall be evaluated taking into account the max safe front end of the train, the end of the profile taking into account the min safe rear end of the train.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00364,Location type data shall be evaluated taking into account the max safe front of the train.,SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00365,"3.12.1.2.1.2 Exception 1: The starting point of a Big Metal Mass type track condition shall be evaluated taking into account the max safe antenna position, the end of the profile taking into account the min safe antenna position.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00367,3.12.1.2.1.4 Exception 3: The start and end of a tunnel stopping area and of a sound horn track condition shall be evaluated taking into account the estimated front end of the train.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00371,The initial state shall then be used by the on-board equipment.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00372,"3.12.2 Route Suitability 3.12.2.1 Route suitability data defines which values concerning loading gauge, traction system and axle load category a train must meet to be allowed to enter the route.",SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00373,3.12.2.2 It shall be possible for trackside to send route suitability dat a as location data when needed.,SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00374,"3.12.2.3 On reception of route suitability data, the ERTMS/ETCS on -board equipment shall compare it with the corresponding Train Data stored on-board.",SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00376,The driver shall be informed about all unsuitabilities.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00377,"3.12.2.8 If, for any reasons, the train overpasses the location of the first route suitability where incompatibility occurs, it shall be tripped.",SUBSET-026-3 v360.pdf,,,Review,Safety
REQ_00378,"No default values shall be used or supervised by the on -board equipment, i.e.",SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00379,3.12.3 Text Transmission 3.12.3.1 General Rules 3.12.3.1.1 It shall be possible to transmit information to be displayed to the driver from the trackside to the on-board equipment in the form of text messages.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00380,"3.12.3.1.2 Text messages shall always be supplemented by conditions on when and where they are to be displayed, and whether any acknowledgement is requested from the driver.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00381,These parameters shall be transmitted individually for each message.,SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00382,3.12.3.1.3 Text messages and the supplementary information shall always be transmitted in one message.,SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00383,3.12.3.1.4 It shall be possible to send the text to be displayed in plain text or to send a number selecting a fixed message.,SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00384,3.12.3.1.9 The following data shall be included in a text message:  Class of message (auxiliary or important information)  Plain text message or fixed message number  Conditions for start of indication  Conditions for end of indication  If driver acknowledgement is requested or not 3.12.3.1.10 The appea rance of a message shall depend on the class and on whether a driver acknowledgement is requested.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00385,"3.12.3.1.11 It shall be possible for trackside to send a text message with a request to report driver acknowledgement, if any, to an RBC.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00386,3.12.3.2 Intentionally deleted 3.12.3.2.1 Intentionally deleted 3.12.3.3 Fixed text messages 3.12.3.3.1 Fixed text messages shall be stored on -board in all languages that can be selected by the driver.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00387,3.12.3.4 Conditions for Start/End of Indication 3.12.3.4.1 It shall be possible to specify individual events for start/end condition of indication.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00389,This definition shall apply to both start and end conditions checked by the on-board.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00390,"3.12.3.4.3.2 In case a confirmation of the text message is requested, it shall be possible to define whether the driver acknowledgement is considered: a) As always ending the text display, regardless of the end condition defined in 3.12.3.4.3.1 b) As a necessary condition to end the text display, in addition to the end condition defined in 3.12.3.4.3.1.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00391,3.12.3.4.4 The end condition shall be evaluated as soon as the start condition is fulfilled.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00392,No display shall take place if the end condition is immediately fulfilled.,SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00393,"3.12.3.4.5 Once the text message is displayed and the end condition is fulfilled, the start condition shall not be re-evaluated.",SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00394,"3.12.3.4.6 When the end event ""location"" is used, the length on which the text is displayed shall refer to the location used for the start condition, independently from other start events.",SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00395,"3.12.3.4.7 In case a confirmation of the text message is requested, i t shall be possible to defi ne whether the service brake or emergency brake application shall be commanded if the driver does not acknowledge before the end condition is fulfilled.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00396,"3.12.3.4.7.1 If the driver does not acknowledge before the end condition is fulfilled, the text message shall remain displayed until acknowledged by driver.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00397,"3.12.3.4.7.2 If the driver acknowledges before the end condition is fulfilled, the on -board equipment shall consider the driver acknowledgement as requested by trackside (see 3.12.3.4.3.2).",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00398,"3.12.3.5 Report of driver acknowledgement to RBC 3.12.3.5.1 If trackside requests a report of driver acknowledgement, then it shall include:  a text message identifier  the identity of the RBC to which the driver acknowledgement report is to be sent.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00399,"3.12.3.5.2 When the driver has acknowledged a text me ssage with a request to report driver acknowledgement, the driver acknowledgement report, including the text message identifier, shall be sent to the RBC referenced in the request.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00401,3.12.4 Mode profile 3.12.4.1 It shall be possible for trackside to send a Mode Profile.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00402,"For SH mode the mode profile only defines the entry location to SH mode, any length given shall be ignored by the on-board.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00403,3.12.4.3 On reception of a new MA (with or without Mode Profile) the on-board equipment shall delete the currently supervised Mode Profile.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00404,"3.12.4.3.1 Exception: When receiving a new MA by infill, any currently supervised Mode Profile shall be deleted only beyond the reference location of the infill information.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00405,"3.12.4.4 In case the mode profile information for shunting is overwritten by a new shunting profile, before the on -board equipment switches to SH mode, a previous list of balise groups for SH area shall be deleted or replaced by a new list of balise groups for SH area.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00406,3.12.5 Level Crossings 3.12.5.1 It shall be possible for trackside to inform the ERTMS/ETCS on -board equipment about the conditions under which a Level Crossing (LX) must be passed.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00407,"3.12.5.2 Each Level Crossing shall have an identity, so that all LX information is independent of each other.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00408,"3.12.5.3 If the ERTMS/ETCS on-board equipment receives a new LX information with the same identity as an already received LX informat ion, the new LX information shall replace the previous one.",SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00409,"3.12.5.4 Level Crossing information shall be given as profile data, corresponding to the LX start location and the length of the LX area.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00410,3.12.5.5 Level Crossing information shall indicate whether the LX is protected or not.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00412,"3.13.2.2.1.3 The speed and distance monitoring shall use braking models acquired as Train Data, unless the brake percentage is acquired as Train Data and the conversion model is applicable (see 3.13.3.2 for its validity limits).",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00415,The estimated acceleration value of the train shall be considered during this time delay.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00416,3.13.2.2.3 Braking Models 3.13.2.2.3.1 Speed Dependent Deceleration 3.13.2.2.3.1.1 The deceleration due to braking shall be given as a step function of the speed.,SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00417,3.13.2.2.3.1.2 It shall be possible to define up to seven steps for each speed dependent deceleration model.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00420,"3.13.2.2.3.1.7 It shall be possible to define individual speed dependent deceleration models of A_brake_emergency(V) and A_brake_service(V) for each combination of use of regenerative brake, eddy current brake and magnetic shoe brake.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00423,3.13.2.2.3.2.5 This model for T_brake_build_up shall be used for the emergency brake (T_brake_emergency) and for the full service brake (T_brake_service).,SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00424,"3.13.2.2.3.2.8 It shall be possible to define individual values of T_brake_emergency and T_brake_service for each combination of use of regenerative brake, eddy current brake, magnetic shoe brake and Ep brake.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00427,"3.13.2.2.6.4 The on-board equipment shall be configured to define whether it is allowed to take into account the contribution of a special/additional brake, which is independent from wheel/rail adhesion, for the selection of the maximum emergency brake deceleration under reduced adhesion conditions (see 3.13.6.2.1.6).",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00428,"3.13.2.2.6.6 If it is allowed to take into account the contribution of a special/additional brake, which is independ ent from wheel/rail adhesion, the speed and distance monitoring function shall take into account the status “active” or “not active” of the special/additional brake to select the appropriate National Value under reduced adhesion conditions (see 3.13.2.3.7.7).",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00429,"3.13.2.2.7 Service brake 3.13.2.2.7.1 The on-board shall be configured to define whether the service brake command is implemented or not, i.e.",SUBSET-026-3 v360.pdf,,,Review,Safety
REQ_00430,"3.13.2.2.7.2 The on-board shall be configured to define whether the service brake feedback is implemented or not, i.e.",SUBSET-026-3 v360.pdf,,,Review,Safety
REQ_00431,"3.13.2.2.7.3 If the service brake feedback is implemented and if not inhibited by National Value , the speed and distance monitoring function shall take into account either the main brake pipe pressure or the brake cylinder pressure to adjust in real time the expected brake build up time (see 3.13.9.3.3.4 and Appendix A.3.10).",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00432,"3.13.2.2.8 Traction cut-off interface 3.13.2.2.8.1 The on-board shall be configured to define whether the traction cut -off command is implemented, i.e.",SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00433,"3.13.2.2.9 On-board Correction Factors 3.13.2.2.9.1 Correction factors for the emergency deceleration 3.13.2.2.9.1.1 If the braking models are captured as Train Data, rolling stock correction factors shall be defined in the ETCS on -board equipment.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00434,"If the brake percentage is captured as Train Data and the conversion model is used (see 3.13.3.2 for its validity limits), no rolling stock correction factor shall apply.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00435,"corresponding to each combination of use of regenerative brake, eddy current bra ke and magnetic shoe brake), one set of rolling stock correction factors Kdry_rst(V, EBCL) and Kwet_rst(V) shall be defined in the on -board equipment.",SUBSET-026-3 v360.pdf,,,Review,Safety
REQ_00436,"3.13.2.2.9.1.3 For a given confidence level on emergency brake safe deceleration (EBCL), the rolling stock correction fa ctor Kdry_rst(V) shall be given as a step function of speed, with the same steps as the ones of A_brake_emergency(V).",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00437,"3.13.2.2.9.1.5 The rolling stock correction factor Kwet_rst(V) shall be given as a step function of speed, with the same steps as the ones of A_brake_emergency(V).",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00438,"3.13.2.2.9.2 Correction factor for gradient on normal service deceleration 3.13.2.2.9.2.1 The speed dependent correction factors for gradient on the normal service brake, Kn+(V) and Kn-(V), shall be given as step functions in the range from 0 to 10 m/s2.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00439,"3.13.2.2.9.2.2 It shall be possible to define up to five steps for Kn+(V) and for Kn-(V), respectively.",SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00441,3.13.2.2.9.2.5 Kn-(V) shall be applicable for negative gradients.,SUBSET-026-3 v360.pdf,,,Review,Performance
REQ_00442,"3.13.2.2.9.2.6 The last step of the Kn+(V) or Kn -(V) shall by definition be considered as open ended, i.e.",SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00443,"3.13.2.2.10 Nominal Rotating mass 3.13.2.2.10.1 It shall be possible to define the nominal rotating mass to be used for compensating the gradient, instead of the two related fixed values defined in A.3.1.",SUBSET-026-3 v360.pdf,,,Review,Performance
REQ_00444,3.13.2.2.11 Train length 3.13.2.2.11.1 The speed and distance monitoring shall take into account the train length acquired as part of Train Data (see section 3.18.3).,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00445,3.13.2.2.12 Fixed values 3.13.2.2.12.1 The speed and distance monitoring shall take into a ccount the fixed values defined in A.3.1 that are related to speed and distance monitoring.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00446,3.13.2.2.13 Maximum train speed 3.13.2.2.13.1 The speed and distance monitoring shall take into account the maximum train speed defined as part of Train Data (see section 3.18.3).,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00447,EOA/SvL) g) National Values 3.13.2.3.2 Trackside related speed restrictions 3.13.2.3.2.1 The speed and distance monitoring shall take into account the trackside related speed restrictions composed of all speed restr ictions mentioned in 3.11.2 except the maximum train speed.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00448,3.13.2.3.3 Gradients 3.13.2.3.3.1 The speed and distance monitoring shall take into account the gradient profile and the default gradient for TSR (see section 3.11.12).,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00449,"3.13.2.3.4 Track conditions 3.13.2.3.4.1 The s peed and distance monitoring shall take into account the following types of track condition received from trackside (see section 3.12.1) : powerless section, inhibition of regenerative brake, eddy current brake and magnetic shoe brake.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00450,3.13.2.3.5 Reduced adhesion conditions 3.13.2.3.5.1 The speed and distance monitoring shall take into account the track reduced adhesion received from trackside or selected by the driver (see section 3.18.4.6).,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00451,"3.13.2.3.6 Specific speed / distance limits 3.13.2.3.6.1 The speed and distance monitoring shall take into account the following limits: a) the Limit of Authority (LOA), the End of Authority (EOA), the Supervised Location (SvL) and its associated release speed, if any.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00452,b) the maximum permitted distance to run in Staff Responsible 3.13.2.3.7 National Values for speed and distance monitoring 3.13.2.3.7.1 It shall be possible by means of a National Value to inhibit the use of the service brake command in target speed monitoring.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00453,"3.13.2.3.7.2 It shall be possible to state by means of a National Value whether an emergency brake command has to be revoked, both in cei ling speed and target speed monitoring, when: a) the Permitted Speed supervision limit is no longer exceeded, or b) the train is at standstill.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00455,3.13.2.3.7.4 It shall be possible by means o f a National Value to inhibit the service brake feedback function.,SUBSET-026-3 v360.pdf,,,Review,Safety
REQ_00456,"3.13.2.3.7.5 It shall be possible by means of National Values to indicate to the on -board equipment the required confidence level on the emergency brake safe deceleration, when the emergency brake is commanded on dry rails (see 3.13.2.2.9.1.4).",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00457,"3.13.2.3.7.6 It shall be possible by means of a National Value to indicate to the on -board equipment the available wheel/rail adhesion, weighted between the wheel/rail adhesion for dry rails and the wheel/rail adhesion for wet rails according to reference conditions.",SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00458,"3.13.2.3.7.7 In order to adapt to the train behaviour under reduced adhesion conditions, it shall be possible by means of National Values either to limit to a maximum value the speed dependent deceleration for the emergency bra ke when the reduced adhesion conditions are known to ETCS (see 3.13.2.3.5) or to request supplementary DMI information assisting further the driver in ceiling speed monitoring .",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00459,Three values shall be applicable for a given combination of the brake position and of the type of brakes: a) the first value shall be used for “Passe nger train in P” with special/additional brakes independent from wheel/rail adhesion; b) the second value shall be used for “Passenger train in P” without special/additional brakes independent from wheel/rail adhesion; c) the third value shall be used for “Freight train in P” or “Freight train in G”.,SUBSET-026-3 v360.pdf,,,Review,Safety
REQ_00460,3.13.2.3.7.8 It shall be possible by means of a National Value to specify a release speed.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00461,3.13.2.3.7.9 It shall be possible by means of a National Value to inhibit the compen sation of the speed measurement inaccuracy.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00462,"3.13.2.3.7.10 It shall be possible by means of National Values to define integrated correction factors, namely Kv_int(V), Kr_int(l) and Kt_int.",SUBSET-026-3 v360.pdf,,,Performance,Performance
